Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
73,73,2018-03-24,@,DET,L,95,117,39,97,.402,11,35,.314,6,9,.667,14,44,27,10,1,12,20,,43,87,.494,16,42,.381,15,18,.833,12,49,33,6,7,13,11
74,74,2018-03-27,@,HOU,L,86,118,34,89,.382,8,37,.216,10,17,.588,13,51,17,8,1,18,17,,41,93,.441,18,57,.316,18,21,.857,9,46,28,15,6,10,12
75,75,2018-03-29,@,MIA,L,92,103,33,90,.367,6,26,.231,20,26,.769,14,50,19,10,5,18,19,,37,82,.451,7,27,.259,22,24,.917,7,44,20,7,7,17,23
76,76,2018-03-30,@,ORL,W,90,82,30,84,.357,14,41,.341,16,23,.696,11,53,16,11,7,16,17,,31,94,.330,7,39,.179,13,14,.929,12,55,16,11,5,12,18
77,77,2018-04-01,,WAS,W,113,94,43,82,.524,18,34,.529,9,13,.692,6,40,30,7,1,17,17,,37,81,.457,8,30,.267,12,12,1.000,6,37,27,5,4,16,12
78,78,2018-04-03,,CHO,W,120,114,46,99,.465,15,34,.441,13,18,.722,11,44,26,9,4,7,20,,40,81,.494,13,34,.382,21,28,.750,10,49,24,3,4,20,16
79,79,2018-04-06,@,BOS,L,104,111,40,86,.465,14,30,.467,10,17,.588,9,43,25,15,0,17,22,,45,81,.556,14,34,.412,7,17,.412,6,46,35,9,7,18,15
80,80,2018-04-07,,BRK,L,96,124,36,88,.409,6,29,.207,18,21,.857,4,39,16,8,1,13,14,,46,92,.500,24,55,.436,8,11,.727,5,46,36,11,10,13,18
81,81,2018-04-09,@,BRK,L,105,114,43,89,.483,12,28,.429,7,12,.583,10,44,26,7,6,19,17,,41,82,.500,18,42,.429,14,15,.933,6,38,32,8,10,17,15
82,82,2018-04-11,,DET,L,87,119,32,86,.372,11,34,.324,12,18,.667,12,40,21,8,1,18,15,,47,89,.528,15,35,.429,10,10,1.000,7,47,27,12,4,11,21
