Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
68,68,2018-03-14,,LAL,W,117,106,44,81,.543,6,20,.300,23,28,.821,11,50,25,8,6,21,24,,38,84,.452,12,38,.316,18,28,.643,7,35,24,11,8,14,19
69,69,2018-03-16,,SAC,L,93,98,34,81,.420,12,26,.462,13,18,.722,9,40,21,10,5,11,21,,36,83,.434,14,31,.452,12,17,.706,11,47,25,7,4,13,16
70,70,2018-03-17,@,PHO,W,124,109,50,95,.526,13,31,.419,11,14,.786,9,43,29,8,9,13,21,,39,82,.476,11,24,.458,20,29,.690,9,42,22,8,5,19,19
71,71,2018-03-19,@,SAS,L,75,89,30,74,.405,3,19,.158,12,16,.750,2,36,17,7,9,15,24,,33,82,.402,8,23,.348,15,21,.714,11,48,21,6,5,14,20
72,72,2018-03-23,,ATL,W,106,94,42,93,.452,12,30,.400,10,11,.909,10,46,28,8,6,7,17,,37,84,.440,11,32,.344,9,20,.450,5,44,24,5,5,11,14
73,73,2018-03-25,,UTA,L,91,110,38,91,.418,6,15,.400,9,10,.900,14,41,24,9,7,11,19,,42,87,.483,12,28,.429,14,18,.778,11,47,27,6,8,14,16
74,74,2018-03-27,,IND,L,81,92,35,86,.407,5,17,.294,6,9,.667,17,51,21,4,9,16,17,,39,81,.481,6,21,.286,8,12,.667,8,38,22,10,2,10,14
75,75,2018-03-29,,MIL,L,107,116,41,75,.547,10,20,.500,15,15,1.000,2,31,26,10,7,18,19,,48,87,.552,11,20,.550,9,10,.900,7,36,30,16,3,15,17
76,76,2018-03-31,@,SAC,W,112,96,41,83,.494,9,26,.346,21,28,.750,6,42,28,9,6,10,18,,36,87,.414,8,28,.286,16,19,.842,11,47,27,5,6,15,23
77,77,2018-04-01,,PHO,W,117,107,48,89,.539,13,28,.464,8,9,.889,7,45,31,10,7,14,14,,41,90,.456,11,31,.355,14,16,.875,9,42,26,8,4,15,12
78,78,2018-04-03,@,OKC,W,111,107,41,83,.494,8,29,.276,21,24,.875,6,40,27,9,5,13,25,,35,93,.376,9,38,.237,28,37,.757,22,58,13,8,3,16,20
79,79,2018-04-05,@,IND,L,106,126,37,83,.446,9,29,.310,23,24,.958,13,39,29,6,5,16,14,,50,93,.538,15,29,.517,11,15,.733,13,47,32,11,3,12,24
80,80,2018-04-07,,NOP,L,120,126,49,90,.544,15,33,.455,7,11,.636,8,42,31,3,0,17,21,,49,87,.563,11,27,.407,17,22,.773,4,34,39,15,6,8,16
81,81,2018-04-08,@,PHO,W,117,100,47,90,.522,13,32,.406,10,15,.667,5,41,27,9,7,11,15,,39,92,.424,10,35,.286,12,16,.750,8,44,24,4,0,13,16
82,82,2018-04-10,@,UTA,L,79,119,30,86,.349,5,19,.263,14,16,.875,9,39,14,7,3,15,18,,48,90,.533,13,35,.371,10,13,.769,12,54,25,10,6,15,20
